,X1,DistrictNCES,FIPS,NAME,NMCBSA,CBSA,CSA,COUNTY,STATE,ST_ABBR,ses_EP_POV,ses_EP_UNEMP,ses_EP_PCI,ses_EP_NOHSDP,ses_EP_UNINSUR,ms_EP_MINRTY,ms_EP_LIMENG,hh_EP_AGE17,hh_EP_DISABL,hh_EP_SNGPNT,hh_EP_MUNIT,hh_EP_MOBILE,hh_EP_CROWD,hh_EP_NOVEH,hh_EP_GROUPQ,hh_EP_PLUMB,pm_EP_AGE65,hc_icu_capita,hc_hosp_beds_capita,hc_pqi,hc_emer_services_capita,hc_epi_capita,hc_health_labs_capita,hc_spend_capita,hc_PHEP_capita,hr_incarcerated_per_100k,hr_all_care_residents_per_100k,hr_high_risk_employees_per_100k,pd_population_density,V3_THEME1,V3_THEME2,V3_THEME3,V3_THEME4,V3_THEME5,V3_THEME6,V3_THEME7,V3_CCVI,SchoolYear,DistrictID,DistrictName,Control,PhysicalCity,PhysicalState,Enrollment,OpenDate,TeachingMethod,SportsParticipation,OnlineInstructionIncrease,NetworkInvestment,HardwareInvestment,StaffMaskPolicy,StudentMaskPolicy,StudentIllnessReturnPolicy,StudentIsolationArea,SchoolTemporaryShutdown,ParentOptOutClassroomTeaching,LastVerifiedDate,school_inperson,total,status_county
331,535,2200268,22033,Advantage Charter Academy,"Baton Rouge, LA",12940,N,East Baton Rouge,LOUISIANA,LA,18.3,6.5,31073,9.7,9.4,55,1.8,22.8,14,10.3,17.1,3.1,2.5,7.1,2.2,1.391372097,13.3,27.79228406,467.8892488,4307,3.596999075,56,0.021510955,15631,1.8655,321.3283674,449.6795723,2589.316676,975.2976506,0.725883477,0.872652022,0.727475326,0.467367081,0.251193887,0.179560649,0.951289398,0.701050621,2020-2021,108150610,Advantage Charter Academy,Public,Baker,LA,464,2020-09-11,Hybrid,Yes,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Yes,11/4/2020,1,3,1
332,536,2200270,22015,Bossier Parish,"Shreveport-Bossier City, LA",43340,508,Bossier,LOUISIANA,LA,16.4,5.8,27924,10.7,8.6,32.9,0.8,25.1,12.2,10.6,6.1,13.6,2.1,4.5,2.6,0.643775123,13.4,0,193.9689199,5905,3.596999075,56,0.021510955,15631,1.8655,1153.562566,497.8950456,2491.060881,150.1015251,0.548233047,0.64883795,0.642788921,0.514167463,0.652976759,0.591531359,0.790194206,0.76249602,2020-2021,893107,Bossier Parish Schools,Public,Benton,LA,23703,2020-09-01,On Premises,Yes,Unknown,Yes,Yes,Pending,Pending,Pending,Pending,Pending,Unknown,12/16/2020,1,1,1
333,566,2200300,22017,Caddo Parish,"Shreveport-Bossier City, LA",43340,508,Caddo,LOUISIANA,LA,23.3,7.1,25902,13.4,10.3,54.8,0.5,24.1,15.1,12.3,8.7,9.1,1.7,10.6,2,2.021653963,16,42.61776643,746.8183813,6431,3.596999075,56,0.021510955,15631,1.8655,467.0620589,670.79775,2904.642838,282.6044536,0.834765998,0.661891117,0.896211398,0.755173512,0.254695957,0.458452722,0.864374403,0.851639605,2020-2021,893113,Caddo Parish School District,Public,Shreveport,LA,40346,2020-08-24,Hybrid,Yes,Pending,Pending,Pending,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,1/14/2021,1,1,1
334,582,2200330,22019,Calcasieu Parish,"Lake Charles, LA",29340,324,Calcasieu,LOUISIANA,LA,16.9,5.7,27368,13.5,10.9,32.1,0.7,24.9,15.7,11.3,5.2,16,2.4,6.2,1.8,1.109490364,14.3,37.73527947,431.4936881,4662,3.596999075,56,0.021510955,15631,1.8655,634.9222208,95.41317401,6279.28585,188.0889834,0.70582617,0.613817256,0.851639605,0.699458771,0.214581344,0.509710283,0.818210761,0.769500159,2020-2021,893124,Calcasieu Parish School District,Public,Lake Charles,LA,33890,2020-10-02,On Premises,Unknown,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Yes,12/22/2020,1,1,1
335,583,2200360,22021,Caldwell Parish,N,N,N,Caldwell,LOUISIANA,LA,27.1,8.2,20574,23.6,15.9,20.8,1.7,23.2,13.8,8.5,0.2,35.3,4.2,9.3,5.1,2.260904362,18,0,825.3486386,14858,3.596999075,56,0.021510955,15631,1.8655,450.180072,710.2841136,640.2561024,18.88050041,0.971983445,0.685450493,0.877745941,0.88379497,0.542184018,0.201846546,0.270296084,0.774275708,2020-2021,893103,Caldwell Parish School District,Public,Columbia,LA,1637,2020-08-18,Hybrid,Unknown,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,9/8/2020,1,1,1
336,584,2200390,22023,Cameron Parish,"Lake Charles, LA",29340,324,Cameron,LOUISIANA,LA,10.3,4.2,29000,18.1,10.5,11.3,2.7,21.9,14.6,6.5,0.1,38.1,3.9,1,0.3,1.092020967,15.7,0,658.0714478,5024,3.596999075,56,0.021510955,15631,1.8655,436.8083867,0,1121.141526,5.345293123,0.511620503,0.631327603,0.167780961,0.661572748,0.255969436,0.049028972,0.121617319,0.180197389,2020-2021,893126,Cameron Parish School District,Public,Cameron,LA,1483,2020-08-14,On Premises,Yes,Unknown,Yes,Yes,Required for all staff,Required for all students,Unknown,Yes,Unknown,Yes,10/27/2020,1,1,1
337,585,2200420,22025,Catahoula Parish,N,N,N,Catahoula,LOUISIANA,LA,22.1,5.7,21962,23.9,13.8,34.1,0.1,22,14.1,10.3,0.6,28.3,1.8,7.9,11.7,4.417264733,16.3,0,0,7736,3.596999075,56,0.021510955,15631,1.8655,7146.467199,818.7607399,909.7341555,13.9726261,0.859598854,0.393823623,0.863737663,0.94046482,0.856733524,0.677491245,0.224450812,0.875198981,2020-2021,893098,Catahoula Parish School District,Public,Harrisonburg,LA,1289,2020-08-21,On Premises,No,Yes,Yes,Yes,Required for all staff,Required for middle/high school students only,Yes,Yes,Never closed,Yes,10/16/2020,1,1,1
338,586,2200450,22027,Claiborne Parish,N,N,N,Claiborne,LOUISIANA,LA,30.5,9.4,16948,18.8,11.9,54.7,0.4,18.2,17.8,11.8,2.2,26.3,1.8,10,12.3,4.73596236,18.5,24.54590083,280.2623733,8013,3.596999075,56,0.021510955,15631,1.8655,3708.289482,810.9948616,1745.805733,21.39816485,0.897484877,0.624641834,0.950334288,0.949697549,0.568608723,0.756765361,0.297675899,0.926456543,2020-2021,893109,Claiborne Parish Schools,Public,Homer,LA,1723,2020-08-03,Hybrid,Yes,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Never closed,Yes,11/6/2020,1,1,1
339,587,2200480,22029,Concordia Parish,"Natchez, MS-LA",35020,N,Concordia,LOUISIANA,LA,27.5,6.3,19172,22.9,19,43,0.2,24.1,12.6,11.8,0.3,25,3.6,10.1,9.8,3.721092853,16.4,24.73900351,318.0039139,7738,3.596999075,56,0.021510955,15631,1.8655,5444.283502,499.4755507,3706.108586,28.72533214,0.929003502,0.497612225,0.964024196,0.879337791,0.496020376,0.812798472,0.372811207,0.909582935,2020-2021,893101,Concordia Parish School System,Public,Vidalia,LA,3523,2020-08-24,Hybrid,Unknown,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,10/16/2020,1,1,1
340,588,2200510,22031,DeSoto Parish,"Shreveport-Bossier City, LA",43340,508,De Soto,LOUISIANA,LA,24.9,10.3,24796,17.6,11.8,41.6,0.4,24.3,17.6,13.9,1.4,31.7,2.8,9,0.9,3.402410347,16.9,0,121.1516534,6606,3.596999075,56,0.021510955,15631,1.8655,433.5684891,440.9171076,2671.22281,31.05419171,0.969754855,0.578159822,0.94333015,0.928685132,0.610315186,0.246099968,0.392550143,0.837312958,2020-2021,893110,Desoto Parish School District,Public,Mansfield,LA,5471,2020-08-05,Hybrid,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Unknown,Yes,Closed 1-5 days,Yes,1/13/2021,1,1,1
341,590,2200570,22035,East Carroll Parish,N,N,N,East Carroll,LOUISIANA,LA,48.6,7.8,17698,31.5,11.3,71.1,0.1,19,15.7,17.1,2,13.3,6.9,18.9,36.1,2.394463668,13.7,0,304.0719196,14965,3.596999075,56,0.021510955,15631,1.8655,15621.7301,913.4948097,1494.809689,17.1734415,0.917860554,0.53199618,0.955109838,0.800700414,0.786373766,0.784463547,0.255969436,0.924546323,2020-2021,893119,East Carroll Parish Schools,Public,Lake Providence,LA,1054,2020-08-25,Online Only,Unknown,Unknown,Yes,Pending,Required for all staff,Required for all students,Unknown,Unknown,Unknown,Yes,10/26/2020,0,0,0
342,591,2200600,22037,East Feliciana Parish,"Baton Rouge, LA",12940,N,East Feliciana,LOUISIANA,LA,19.4,5.8,20927,20.2,9.5,46.9,0.4,18.6,14.5,11.1,0.5,31.6,4.4,5.9,19.3,2.318067593,16.5,0,1482.032218,4924,3.596999075,56,0.021510955,15631,1.8655,769.270219,1641.109801,3066.82394,43.00595035,0.638968481,0.604266157,0.818529131,0.934415791,0.356255969,0.901942057,0.487106017,0.857370264,2020-2021,893129,East Feliciana Parish Public Schools,Public,Clinton,LA,1688,2020-08-17,Hybrid,Yes,Pending,Pending,Pending,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,11/16/2020,1,1,1
343,592,2200630,22039,Evangeline Parish,N,N,N,Evangeline,LOUISIANA,LA,27.5,13.5,18344,25.3,12.2,33.3,2.5,25.6,24.2,13.4,2.7,14.2,3.4,11.8,4.4,3.983826852,14.7,71.11111111,812.1740617,8566,3.596999075,56,0.021510955,15631,1.8655,291.3545011,891.9015341,1430.01546,50.78048559,0.960203757,0.82585164,0.99904489,0.802292264,0.368354027,0.261700096,0.544412607,0.861509074,2020-2021,893123,Evangeline Parish School Board,Public,Ville Platte,LA,6222,2020-08-24,Hybrid,Unknown,Pending,Pending,Pending,Required for all staff,Required for all students,Yes,Unknown,Never closed,Yes,10/30/2020,1,1,1
344,593,2200660,22041,Franklin Parish,N,N,N,Franklin,LOUISIANA,LA,28.3,9.8,19785,23.7,13,34.9,0.2,25.5,16.7,13.1,0.6,27.5,2.9,6.9,6.4,3.538037595,17.3,29.42907593,173.6844576,9942,3.596999075,56,0.021510955,15631,1.8655,3838.204901,1372.896368,2524.357839,32.53681852,0.963069086,0.444762814,0.978987584,0.9385546,0.598217128,0.950334288,0.408150271,0.967207896,2020-2021,893095,Franklin Parish School District,Public,Winnsboro,LA,3131,2020-08-24,Hybrid,Yes,Yes,Unknown,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,10/14/2020,1,1,1
345,594,2200690,22043,Grant Parish,"Alexandria, LA",10780,N,Grant,LOUISIANA,LA,19.7,5.6,18082,18.3,8.8,23.6,1.4,21,18.4,5.2,0.1,28.4,1.5,4.2,14.6,5.445677466,14.5,0,0,5884,3.596999075,56,0.021510955,15631,1.8655,469.8407016,581.7075353,1413.996778,34.7544389,0.5307227,0.682585164,0.53008596,0.659025788,0.811206622,0.200254696,0.423432028,0.591849729,2020-2021,893102,Grant Parish School Board,Public,Colfax,LA,3181,2020-08-10,Hybrid,Unknown,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,11/18/2020,1,1,1
346,595,2200720,22045,Iberia Parish,"Lafayette, LA",29180,318,Iberia,LOUISIANA,LA,21.6,10.2,23156,21.3,11.6,41,1.8,26.3,16.4,14,3.4,20.7,3.7,10.1,1.2,1.246371628,14,14.99740954,223.5178478,4381,3.596999075,56,0.021510955,15631,1.8655,509.0038657,477.3630848,5457.346852,126.6188454,0.953517988,0.826806749,0.950971028,0.730340656,0.362304998,0.581343521,0.76217765,0.950015918,2020-2021,893120,Iberia Parish School District,Public,New Iberia,LA,13034,2020-09-08,Hybrid,Yes,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,9/8/2020,1,1,1
347,597,2200780,22049,Jackson Parish,N,N,N,Jackson,LOUISIANA,LA,26,6,20942,20.3,11.7,32.7,0.7,22.1,23.9,12.1,1,19.5,1.6,12.2,7.9,3.987190757,19.3,0,152.1606817,8433,3.596999075,56,0.021510955,15631,1.8655,5745.322115,1117.66922,1707.899033,27.98011279,0.813435212,0.615409105,0.966571156,0.871696912,0.632601082,0.857051894,0.365488698,0.93950971,2020-2021,893118,Jackson Parish School District,Public,Jonesboro,LA,2401,2020-09-08,Hybrid,Yes,Yes,Yes,Yes,Required for all staff,Required for middle/high school students only,Yes,Yes,Closed indefinitely,Yes,9/17/2020,1,1,1
348,598,2200810,22053,Jefferson Davis Parish,"Jennings, LA",27660,324,Jefferson Davis,LOUISIANA,LA,19.4,9,24582,18.9,9.3,21.7,0.1,25.6,17.8,12.5,1.1,17,3.3,7.3,1.6,2.717132234,15.7,15.92103168,228.8605155,6966,3.596999075,56,0.021510955,15631,1.8655,231.9890679,848.5079607,2059.300219,48.30940388,0.872015282,0.309773957,0.929003502,0.782871697,0.485832537,0.276663483,0.52817574,0.70359758,2020-2021,893153,Jefferson Davis Parish School Board,Public,Jennings,LA,6025,2020-08-17,Hybrid,Unknown,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,8/29/2020,1,1,1
349,599,2200840,22051,Jefferson Parish,"New Orleans-Metairie, LA",35380,406,Jefferson,LOUISIANA,LA,15.5,5.7,29776,14.6,12.1,46.9,4.7,22,13.9,10.3,14.4,1.5,2.4,7.3,0.8,0.699058121,16.1,49.19480686,473.692533,4957,3.596999075,56,0.021510955,15631,1.8655,215.2538479,328.2793476,2483.115093,1472.307523,0.796879975,0.929640242,0.429162687,0.70518943,0.227634511,0.090417065,0.968481375,0.692773002,2020-2021,893156,Jefferson Parish Public Schools,Public,Harvey,LA,51277,2020-08-31,Hybrid,Yes,Pending,Pending,Pending,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,1/6/2021,1,1,1
350,600,2200870,22055,Lafayette Parish,"Lafayette, LA",29180,318,Lafayette,LOUISIANA,LA,16.5,4.8,30988,12.5,10.8,34.1,1.8,23.8,11.9,10.4,10.6,10.6,2.3,6.9,2.1,0.414009688,12.3,33.58099316,438.9753017,5032,3.596999075,56,0.021510955,15631,1.8655,318.2126777,409.4280918,4441.649208,893.3865425,0.688315823,0.791149316,0.675581025,0.373447947,0.312002547,0.326647564,0.948105699,0.681630054,2020-2021,893148,Lafayette Parish School System,Public,Lafayette,LA,32645,2020-09-08,Hybrid,Yes,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Yes,1/14/2021,1,2,1
351,601,2200900,22057,Lafourche Parish,"Houma-Thibodaux, LA",26380,N,Lafourche,LOUISIANA,LA,15.7,6.9,27375,22.7,10.1,23.2,1.5,23.5,16.4,10.4,2.5,16.5,2.1,6.6,2,1.255421834,14.6,21.40410959,233.5857357,5295,3.596999075,56,0.021510955,15631,1.8655,187.3459996,456.1467815,3272.445883,91.93003068,0.871060172,0.691499522,0.76727157,0.554282076,0.408468641,0.172238141,0.697548551,0.696593442,2020-2021,893137,Lafourche Parish Public Schools,Public,Thibodaux,LA,14801,2020-08-24,Online Only,Unknown,Yes,Yes,Yes,Required for all staff,Required for middle/high school students only,Yes,Yes,Never closed,Yes,12/15/2020,0,0,0
352,602,2200960,22059,LaSalle Parish,N,N,N,LaSalle,LOUISIANA,LA,22,3.8,20427,22.8,9.4,17.2,0.8,23.2,15,11.5,0,25.3,2.4,4.3,9.3,6.174326042,17,0,527.8592375,8632,3.596999075,56,0.021510955,15631,1.8655,107.0305706,896.3810288,2301.157268,23.93048957,0.542820758,0.52658389,0.842725247,0.843998727,0.628143903,0.251193887,0.327921044,0.630690863,2020-2021,893097,Lasalle Parish Schools,Public,Jena,LA,2775,2020-08-26,Hybrid,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,1/13/2021,1,1,1
353,603,2200990,22061,Lincoln Parish,"Ruston, LA",40820,384,Lincoln,LOUISIANA,LA,29.7,7.1,22498,11.6,11,46.7,0.8,20.1,13.8,12.5,3.9,19.1,2,10.6,6.8,1.412703776,13,35.76236957,453.5240883,6157,3.596999075,56,0.021510955,15631,1.8655,493.4327224,401.2163189,3564.490244,100.3854252,0.735434575,0.734161095,0.851321235,0.185291309,0.433301496,0.360394779,0.718879338,0.651066539,2020-2021,893092,Lincoln Parish School District,Public,Ruston,LA,5896,2020-08-19,Hybrid,Unknown,Yes,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Yes,10/30/2020,1,1,1
354,604,2201020,22063,Livingston Parish,"Baton Rouge, LA",12940,N,Livingston,LOUISIANA,LA,11.9,4.7,28995,14.4,10.2,11.9,0.7,26.1,12.8,10.5,3.3,24.8,2.7,4.9,0.7,1.451730854,12.5,0,0,5268,3.596999075,56,0.021510955,15631,1.8655,369.9922526,237.4901347,2414.000333,213.0786338,0.516077682,0.429481057,0.674944285,0.381725565,0.721107927,0.112384591,0.832537408,0.538045209,2020-2021,893130,Livingston Parish Public Schools,Public,Livingston,LA,25604,2020-08-07,Hybrid,Yes,Unknown,Unknown,Unknown,Pending,Pending,Pending,Pending,Pending,Yes,1/14/2021,1,1,1
355,607,2201110,22067,Morehouse Parish,"Monroe, LA",33740,384,Morehouse,LOUISIANA,LA,28.5,5.4,19399,20.3,12,50.6,0.1,24.2,14.7,10.1,1.7,19,2.4,10.7,3.3,1.735149277,17.7,45.64473184,220.387733,8489,3.596999075,56,0.021510955,15631,1.8655,677.1314251,634.810711,2981.686673,32.69721867,0.755173512,0.486150907,0.894301178,0.931868832,0.40974212,0.583572111,0.408787011,0.784781917,2020-2021,893116,Morehouse Parish School Board,Public,Bastrop,LA,3007,2020-09-08,Hybrid,Unknown,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,10/13/2020,1,1,1
356,608,2201140,22069,Natchitoches Parish,"Natchitoches, LA",35060,N,Natchitoches,LOUISIANA,LA,33.5,13.9,18570,13.5,12.9,47.6,0.3,23.9,14.9,8.5,7.6,21.2,0.7,11.3,1.9,6.144290737,15.7,20.48603109,287.2363931,6462,3.596999075,56,0.021510955,15631,1.8655,1139.542643,639.0678336,3449.426379,31.11379266,0.871696912,0.565106654,0.885386819,0.58548233,0.491881566,0.802610634,0.393505253,0.815027061,2020-2021,893106,Natchitoches Parish School Board,Public,Natchitoches,LA,6159,2020-08-31,Hybrid,Unknown,Unknown,Pending,Pending,Unknown,Unknown,Unknown,Unknown,Closed indefinitely,Yes,12/30/2020,1,1,1
357,609,2201170,22071,Orleans Parish,"New Orleans-Metairie, LA",35380,406,Orleans,LOUISIANA,LA,24.6,8.4,30177,13.8,10.7,69.4,1.5,20.2,14.1,10.2,15,0.6,1.5,19.1,3.7,3.12769474,13.5,28.59483438,481.5634012,5186,3.596999075,56,0.021510955,15631,1.8655,496.3454195,377.2635815,2768.139449,2299.765898,0.973575294,0.87965616,0.740846864,0.600764088,0.347978351,0.257879656,0.982808023,0.866602993,2020-2021,893163,Orleans Parish School Board,Public,New Orleans,LA,8237,2020-09-02,Online Only,Unknown,Unknown,Yes,Yes,Pending,Pending,Pending,Pending,Pending,Yes,11/17/2020,0,1,1
358,611,2201230,22075,Plaquemines Parish,"New Orleans-Metairie, LA",35380,406,Plaquemines,LOUISIANA,LA,19.5,3.6,26818,17.1,8.8,35.5,2,26.2,12,15.3,1.5,28.3,2.6,5.6,1.7,0.945535447,12.3,0,0,5034,3.596999075,56,0.021510955,15631,1.8655,0,385.0596843,4783.296967,29.95241815,0.5858007,0.814071952,0.730022286,0.617956065,0.723654887,0.158229863,0.383635785,0.64756447,2020-2021,893160,Plaquemines Parish School District,Public,Belle Chasse,LA,4297,2020-08-17,Hybrid,Yes,Unknown,Unknown,Unknown,Required for all staff,Required for middle/high school students only,Yes,Yes,Never closed,Yes,1/27/2021,1,1,1
359,613,2201290,22079,Rapides Parish,"Alexandria, LA",10780,N,Rapides,LOUISIANA,LA,19.4,7.2,24478,14.7,10.5,38.7,0.8,25,16.5,13.4,4.5,14.4,2.2,9.7,3.2,2.539035775,15.6,19.68503937,577.1578408,5303,3.596999075,56,0.021510955,15631,1.8655,850.6530035,736.6244508,3873.169842,99.63011679,0.780324737,0.691817892,0.979942693,0.830945559,0.249920408,0.82298631,0.716650748,0.932187202,2020-2021,893096,Rapides Parish School District,Public,Alexandria,LA,24412,2020-09-08,Online Only,Yes,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Yes,10/14/2020,0,0,0
360,614,2201320,22081,Red River Parish,N,N,N,Red River,LOUISIANA,LA,23.6,4.7,22626,20.6,11.2,43.1,0.7,24.2,18,8.4,0.4,31,2.5,6.3,1.6,4.339754003,18.2,0,422.8088218,8017,3.596999075,56,0.021510955,15631,1.8655,568.5773961,997.9113483,1253.190996,22.14902705,0.721107927,0.687042343,0.82362305,0.864374403,0.487742757,0.462591531,0.306271888,0.751353072,2020-2021,893108,Red River Parish Public School,Public,Coushatta,LA,1668,2020-08-31,Hybrid,Unknown,No,Yes,Yes,Required for all staff,Required for all students,Unknown,Unknown,Unknown,Unknown,10/29/2020,1,1,1
361,615,2201350,22083,Richland Parish,N,N,N,Richland,LOUISIANA,LA,28.9,4.7,20128,20.5,15.5,39.5,0.2,24,14.4,13.5,1.1,20.1,2.9,7,4.8,1.470157273,16.6,9.699791454,297.64717,9616,3.596999075,56,0.021510955,15631,1.8655,2539.806584,854.7426004,2422.584742,36.84177209,0.788602356,0.482967208,0.8834766,0.886660299,0.636739892,0.859598854,0.440305635,0.913721745,2020-2021,893091,Richland Parish School District,Public,Rayville,LA,2976,2020-08-26,Hybrid,Yes,No,No,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Unknown,10/13/2020,1,2,1
362,616,2201380,22085,Sabine Parish,N,N,N,Sabine,LOUISIANA,LA,19.5,10.3,22637,14.7,13,32.1,0.3,24,15.6,8.7,1.1,41.4,2,8.1,1.7,5.010793756,19.7,0,186.8867778,7723,3.596999075,56,0.021510955,15631,1.8655,556.2935902,734.8057124,5953.171704,27.794102,0.875198981,0.480420248,0.853231455,0.912448265,0.606494747,0.796879975,0.363260108,0.895574658,2020-2021,893105,Sabine Parish School District,Public,Many,LA,4612,2020-08-20,Hybrid,Yes,Yes,Yes,Yes,Pending,Pending,Pending,Pending,Pending,Yes,9/15/2020,1,1,1
363,617,2201410,22087,St. Bernard Parish,"New Orleans-Metairie, LA",35380,406,St. Bernard,LOUISIANA,LA,19.7,10.3,21217,17.6,11.4,37.1,1.8,27,14.7,14.1,1,6,2.4,6.7,0.7,0.976058126,10.7,17.75134799,96.41574469,5213,3.596999075,56,0.021510955,15631,1.8655,492.4060052,0,4753.359303,121.039883,0.851639605,0.807067813,0.486787647,0.418974849,0.696275072,0.29576568,0.754536772,0.739573384,2020-2021,893155,St Bernard Parish Public Schools,Public,Chalmette,LA,7412,2020-11-08,Online Only,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Closed 6-14 days,Yes,12/30/2020,0,0,0
364,618,2201440,22089,St. Charles Parish,"New Orleans-Metairie, LA",35380,406,St. Charles,LOUISIANA,LA,11.6,5.7,31567,10.5,8.1,34.7,0.8,24.9,11.8,12.4,2,10.4,2.5,4.4,1.1,0.99764813,12.5,15.17220452,105.6968828,4927,3.596999075,56,0.021510955,15631,1.8655,809.8778545,330.020484,10828.08588,189.8294593,0.458771092,0.658389048,0.41069723,0.667621777,0.592804839,0.757083731,0.819802611,0.755810252,2020-2021,893158,St Charles Parish Public Schools,Public,Luling,LA,10895,2020-08-17,Hybrid,Yes,Unknown,Pending,Pending,Required for all staff,Required for middle/high school students only,Yes,Unknown,Never closed,Yes,1/11/2021,1,1,1
365,619,2201470,22091,St. Helena Parish,"Baton Rouge, LA",12940,N,St. Helena,LOUISIANA,LA,20.9,13.6,23224,24.3,12,56,0.1,21.8,21.9,10.7,0.6,36.8,2.6,9.6,1.5,3.621169916,18.3,0,211.9721892,7286,3.596999075,56,0.021510955,15631,1.8655,537.8926136,489.8664874,1748.150994,25.49165834,0.972938555,0.498885705,0.921999363,0.863100923,0.623686724,0.215536453,0.343839542,0.776822668,2020-2021,893147,St Helena Parish School District,Public,Greensburg,LA,830,2020-08-03,Hybrid,Unknown,Yes,Yes,Yes,Required for all staff,Required for all students,Unknown,Unknown,Unknown,Yes,10/21/2020,1,1,1
366,621,2201530,22095,St. John the Baptist Parish,"New Orleans-Metairie, LA",35380,406,St. John the Baptist,LOUISIANA,LA,19,7.2,25942,13.8,11.4,64.8,0.9,24.9,13.7,13.8,1.1,12.3,2.6,7,1.6,2.734428946,13.2,0,0,4930,3.596999075,56,0.021510955,15631,1.8655,471.8501128,395.8937532,5254.799061,202.7156965,0.82457816,0.803884113,0.777777778,0.719834448,0.70359758,0.475326329,0.828080229,0.9417383,2020-2021,893161,Saint John The Baptist Parish Schools,Public,Reserve,LA,5952,2020-09-10,Hybrid,Yes,Unknown,Unknown,Unknown,Required for all staff,Required for middle/high school students only,Yes,Yes,Never closed,Yes,10/5/2020,1,1,1
367,622,2201560,22097,St. Landry Parish,"Opelousas, LA",36660,318,St. Landry,LOUISIANA,LA,28.7,6.2,19647,23.9,11.6,45.5,0.8,27.2,12.5,13.6,1.7,20.5,3.4,10,1.5,1.043751273,15.4,19.14333573,256.4995357,6110,3.596999075,56,0.021510955,15631,1.8655,375.0793898,919.1242555,2254.071349,90.32134635,0.847500796,0.728430436,0.852594715,0.854504935,0.459407832,0.436803566,0.694046482,0.890799109,2020-2021,893121,St Landry Parish School Board,Public,Opelousas,LA,14820,2020-09-30,Hybrid,Yes,Unknown,Unknown,Unknown,Required for all staff,Required for middle/high school students only,Yes,Yes,Never closed,Yes,10/28/2020,1,1,1
368,623,2201590,22099,St. Martin Parish,"Lafayette, LA",29180,318,St. Martin,LOUISIANA,LA,17.6,6.8,24732,19.1,11.4,35.7,1.4,24.5,14.9,11.9,1.1,25.8,3.7,6,0.5,1.084610805,14.1,0,44.71631967,4388,3.596999075,56,0.021510955,15631,1.8655,353.4752195,223.2475071,5318.871856,72.91213182,0.840815027,0.76536135,0.694683222,0.730977396,0.575612862,0.309455587,0.642152181,0.807067813,2020-2021,893122,St Martin Parish School District,Public,Breaux Bridge,LA,8183,2020-09-08,Online Only,Yes,Yes,Yes,Yes,Required for all staff,Required for high school students only,Unknown,No,Closed indefinitely,Yes,12/30/2020,0,0,0
369,624,2201620,22101,St. Mary Parish,"Morgan City, LA",34020,318,St. Mary,LOUISIANA,LA,19,9,22364,18.7,10.2,43.9,2.2,24.3,17.1,9.3,3.2,19.2,2.2,7.9,1.7,2.597904666,15.7,28.52904257,325.3853017,5387,3.596999075,56,0.021510955,15631,1.8655,659.1409905,448.4478293,6456.10237,93.11687598,0.82585164,0.867239733,0.902260427,0.791467685,0.326329195,0.689589303,0.701368991,0.935689271,2020-2021,893151,St Mary Parish School District,Public,Centerville,LA,8847,2020-09-08,Hybrid,Unknown,Yes,Yes,Yes,Required for all staff,Required for middle/high school students only,Unknown,Yes,Closed 1-5 days,Unknown,10/29/2020,1,1,1
370,625,2201650,22103,St. Tammany Parish,"New Orleans-Metairie, LA",35380,406,St. Tammany,LOUISIANA,LA,11,5.8,34201,9.8,8.7,21.1,1.7,24.3,13.9,8.9,6.3,7.9,1.6,3.6,0.9,0.639446553,15.9,59.79109233,342.7404927,5834,3.596999075,56,0.021510955,15631,1.8655,433.9668297,349.870881,1940.553685,297.9022629,0.479465138,0.689270933,0.267112385,0.796243235,0.261700096,0.124482649,0.869149952,0.478828399,2020-2021,893145,Saint Tammany Parish Public Schl System,Public,Covington,LA,38817,2020-09-30,On Premises,Unknown,Yes,Unknown,Yes,Required for all staff,Required for middle/high school students only,Unknown,Yes,Closed indefinitely,Unknown,12/23/2020,1,1,1
