,X1,DistrictNCES,FIPS,NAME,NMCBSA,CBSA,CSA,COUNTY,STATE,ST_ABBR,ses_EP_POV,ses_EP_UNEMP,ses_EP_PCI,ses_EP_NOHSDP,ses_EP_UNINSUR,ms_EP_MINRTY,ms_EP_LIMENG,hh_EP_AGE17,hh_EP_DISABL,hh_EP_SNGPNT,hh_EP_MUNIT,hh_EP_MOBILE,hh_EP_CROWD,hh_EP_NOVEH,hh_EP_GROUPQ,hh_EP_PLUMB,pm_EP_AGE65,hc_icu_capita,hc_hosp_beds_capita,hc_pqi,hc_emer_services_capita,hc_epi_capita,hc_health_labs_capita,hc_spend_capita,hc_PHEP_capita,hr_incarcerated_per_100k,hr_all_care_residents_per_100k,hr_high_risk_employees_per_100k,pd_population_density,V3_THEME1,V3_THEME2,V3_THEME3,V3_THEME4,V3_THEME5,V3_THEME6,V3_THEME7,V3_CCVI,SchoolYear,DistrictID,DistrictName,Control,PhysicalCity,PhysicalState,Enrollment,OpenDate,TeachingMethod,SportsParticipation,OnlineInstructionIncrease,NetworkInvestment,HardwareInvestment,StaffMaskPolicy,StudentMaskPolicy,StudentIllnessReturnPolicy,StudentIsolationArea,SchoolTemporaryShutdown,ParentOptOutClassroomTeaching,LastVerifiedDate,school_inperson,total,status_county
209,308,1301890,13175,Laurens County,"Dublin, GA",20140,N,Laurens,GEORGIA,GA,26.7,4.8,20655,14.9,11.2,42.3,0.2,24.7,13.4,12.3,0.9,27.2,2.4,7.8,2.2,2.823822177,16.8,33.71899433,389.719607,4856,2.641606942,86,0.009418481,13174,1.5474,1035.471762,504.0280062,6565.017504,58.73677292,0.599808978,0.493473416,0.8802929,0.46832219,0.7086915,0.866284623,0.582617001,0.817574021,2020-2021,900199,Laurens County School System,Public,Dublin,GA,7004,2020-09-08,Hybrid,Unknown,Unknown,Unknown,Unknown,Pending,Pending,Pending,Pending,Pending,Pending,12/11/2020,1,1,1
210,309,1301920,13099,Early County,N,N,N,Early,GEORGIA,GA,28.8,7.6,17598,19.9,15.7,54.4,0,24.9,14.6,14,0.6,27.1,5.5,8.8,1.4,1.623502126,18.6,0,235.0065802,6882,2.641606942,86,0.009418481,13174,1.5474,1449.55547,1401.236954,1691.148048,20.18730867,0.922954473,0.448583254,0.892072588,0.760267431,0.972620185,0.865647883,0.286532951,0.947150589,2020-2021,900152,Early County Schools,Public,Blakely,GA,2225,2020-09-08,Hybrid,Yes,No,Yes,No,Required for all staff,Required for middle/high school students only,Yes,Yes,Never closed,Yes,1/15/2021,1,1,1
211,310,1301950,13101,Echols County,"Valdosta, GA",46660,N,Echols,GEORGIA,GA,26.8,5.1,22883,28.5,25.6,32.7,3.1,21.6,14.9,7.1,2.2,51.2,3.1,2.6,0,2.103154732,16.2,0,0,6370,2.641606942,86,0.009418481,13174,1.5474,703.0545819,0,475.7135704,9.500318496,0.947468959,0.841770137,0.341610952,0.11843362,0.995861191,0.076408787,0.17733206,0.482648838,2020-2021,900146,Echols County School District,Public,Statenville,GA,870,2020-08-21,Hybrid,Yes,Unknown,Unknown,Unknown,Required for all staff,Required for all students,Yes,Yes,Closed indefinitely,Yes,10/2/2020,1,1,1
212,311,1301980,13103,Effingham County,"Savannah, GA",42340,496,Effingham,GEORGIA,GA,8.6,4,29795,12,9.8,21.3,0.7,26.8,12.6,9.3,2.4,19.7,1.9,2.7,0.6,0.388488473,11.1,0,40.03138461,4186,2.641606942,86,0.009418481,13174,1.5474,1007.003016,144.831229,3402.681934,122.5772335,0.340337472,0.537726839,0.272524674,0.172556511,0.954791468,0.491244826,0.756128621,0.492199936,2020-2021,900188,Effingham County Board of Education,Public,Springfield,GA,13341,2020-08-05,Hybrid,Yes,Yes,Unknown,Yes,Pending,Pending,Pending,Pending,Pending,Yes,1/4/2021,1,1,1
213,312,1302010,13105,Elbert County,N,N,N,Elbert,GEORGIA,GA,19.5,6.8,22593,22.6,14.6,36.6,1.7,21.9,20.2,7.4,1.4,26.2,1.5,8.9,1.2,3.435352904,19.7,20.73828287,264.833206,5973,2.641606942,86,0.009418481,13174,1.5474,1108.682074,411.2013325,7989.798043,54.71984699,0.908946195,0.798153454,0.679401465,0.692136262,0.842088507,0.851639605,0.563514804,0.972620185,2020-2021,900223,Elbert County School District,Public,Elberton,GA,3089,2020-08-17,Online Only,Yes,Yes,No,Yes,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,11/18/2020,0,0,0
214,313,1302040,13107,Emanuel County,N,N,N,Emanuel,GEORGIA,GA,27,7.7,17981,20.8,17.9,40.6,1.3,25.1,18.8,14,0.9,25,2.2,10.2,3.8,2.426774523,15.5,35.55239534,311.2302239,7567,2.641606942,86,0.009418481,13174,1.5474,1222.276546,764.4784213,5324.681097,33.05899157,0.945877109,0.788920726,0.977714104,0.428525947,0.920725883,0.954473098,0.41197071,0.980897803,2020-2021,900284,Emanuel County School District,Public,Swainsboro,GA,4445,2020-08-03,Hybrid,Yes,Unknown,Unknown,Unknown,Not required,Not required,Yes,Yes,Never closed,Yes,1/27/2021,1,1,1
215,314,1302070,13109,Evans County,N,N,N,Evans,GEORGIA,GA,27.3,7.8,20537,25.7,16.8,43.7,3.8,26.5,16.7,13.5,0.9,33.5,3.1,6.3,4.9,2.134800037,16,0,440.7267494,6201,2.641606942,86,0.009418481,13174,1.5474,1006.805258,456.7912744,2843.292626,58.65128236,0.975803884,0.910219675,0.970391595,0.440305635,0.94364852,0.575294492,0.582298631,0.978350844,2020-2021,900286,Evans County School District,Public,Claxton,GA,2529,2020-09-08,Hybrid,Yes,Yes,Unknown,Unknown,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,11/5/2020,1,1,1
216,315,1302100,13111,Fannin County,N,N,N,Fannin,GEORGIA,GA,13.5,6.2,26665,13.3,13.4,4.9,0.8,17.1,24.5,4.6,1.7,10.4,1.6,4.5,0.7,2.238716148,27.9,20.4248366,187.6595106,4265,2.641606942,86,0.009418481,13174,1.5474,621.8655968,196.5897693,3775.325978,64.40076557,0.680038204,0.297675899,0.138490926,0.886023559,0.556192295,0.363896848,0.607131487,0.494428526,2020-2021,900268,Fannin County School District,Public,Blue Ridge,GA,3150,2020-08-07,Hybrid,Yes,Yes,Yes,Yes,Not required,Not required,Yes,Unknown,Never closed,Yes,10/14/2020,1,1,1
217,316,1302130,13113,Fayette County,"Atlanta-Sandy Springs-Alpharetta, GA",12060,122,Fayette,GEORGIA,GA,5.6,5,42126,5.2,7.3,36.9,1.3,23.4,9.6,6.6,4.2,2.4,0.9,2.6,0.5,0.396878844,17.1,33.54305296,194.7273817,3891,2.641606942,86,0.009418481,13174,1.5474,554.0141332,351.9830473,4132.209143,572.9698012,0.207577205,0.76504298,0.007959249,0.408787011,0.596306909,0.427252467,0.927411652,0.430117797,2020-2021,900298,Fayette County Public Schools,Public,Fayetteville,GA,20495,2020-08-26,Hybrid,Yes,Yes,Yes,Unknown,Required for all staff,Required for all students,Unknown,Unknown,Never closed,Yes,1/14/2021,1,1,1
218,317,1302190,13115,Floyd County,"Rome, GA",40660,122,Floyd,GEORGIA,GA,19.1,6.3,25058,19,13.8,28.8,2.6,23.4,15.3,9.9,6,8.9,2.7,8.5,4.3,1.332314302,16.1,67.37776119,523.4642333,6208,2.641606942,86,0.009418481,13174,1.5474,2148.227712,563.9097744,6403.371065,189.9171178,0.893664438,0.806431073,0.890799109,0.35179879,0.806431073,0.93823623,0.820120981,0.987583572,2020-2021,900295,Floyd County Schools,Public,Rome,GA,10902,2020-08-13,Hybrid,Unknown,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Yes,1/4/2021,1,1,1
219,318,1302220,13117,Forsyth County,"Atlanta-Sandy Springs-Alpharetta, GA",12060,122,Forsyth,GEORGIA,GA,5.9,3.5,41585,7.2,8.9,26.7,2.4,28.3,7.2,5.7,3.4,4.2,1,1.8,0.3,0.300618519,11.4,11.3582584,127.7128477,4031,2.641606942,86,0.009418481,13174,1.5474,276.5144624,432.5086411,3707.476806,979.1971123,0.205030245,0.784463547,0.011779688,0.096147724,0.922636103,0.255969436,0.951926138,0.398917542,2020-2021,900314,Forsyth County School District,Public,Cumming,GA,51544,2020-08-13,Hybrid,Yes,Yes,Yes,Unknown,Unknown,Not required,Unknown,Unknown,Never closed,Yes,1/12/2021,1,1,1
220,320,1302280,13121,Fulton County,"Atlanta-Sandy Springs-Alpharetta, GA",12060,122,Fulton,GEORGIA,GA,15.1,6.5,43707,7.9,11,60.2,2,22.5,10.1,9.7,32,0.6,1.9,11.1,3.4,0.682355059,11.1,53.24518517,439.6776339,4447,2.641606942,86,0.009418481,13174,1.5474,811.1345315,442.8017559,3127.990747,1940.053462,0.715695638,0.896848138,0.572747533,0.144221585,0.76345113,0.52722063,0.977395734,0.816618911,2020-2021,900281,Fulton County School System,Public,Atlanta,GA,97849,2020-08-17,On Premises,Yes,Pending,Pending,Pending,Required for all staff,Required for all students,Unknown,Unknown,Closed 1-5 days,Yes,12/29/2020,1,3,1
